id,hn,species,submitted_sample,collect_method,vitek_id,bact_species_1,bact_family,amikacin,amoxicillin/clavulanic acid,ampicillin,cefalexin,cefalotin,cefovecin,cefpodoxime,ceftiofur,chloramphenicol,doxycycline,enrofloxacin,esbl,gentamicin,imipenem,marbofloxacin,neomycin,nitrofurantoin,piperacillin,polymyxin b,pradofloxacin,rifampin,tetracycline,tobramycin,trimethoprim/sulfamethoxazole,answer0,answer1,answer2,answer3,answer4,answer5,answer6,answer7,answer8,answer9,answer10,answer11,answer12,ans_trimethoprim/sulfamethoxazole,ans_marbofloxacin,ans_cefovecin,ans_amoxicillin/clavulanic acid,ans_amikacin,ans_imipenem,ans_enrofloxacin,ans_cefalexin,ans_nitrofurantoin,ans_gentamicin,ans_doxycycline,ans_cefixime,ans_fosfomycin,ans_ceftriaxone,ans_piperacillin,ans_pradofloxacin,ans_metronidazole,ans_cefazolin,ans_colistin (polymyxin e),ans_tetracycline,ans_clindamycin,filename
Tetracycline
<=1
S
Nitrofurantoin
<=16
S
Chloramphenicol
<=2
S
Sulfamethoxazole/trimethoprim
<=20
S
4)	Recommendation of antimicrobial choices
Bacterial Species identification
Escherichia coli
--	จากการทำ urine quantitative culture บ่งชี้ว่าเป็น UTI
--	ยาต้านจุลชีพที่แนะนำ ตามลำดับ ได้แก่
	--	Amoxicillin/clavulanic acid 25 mg/kg q8h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์ 
	--		Cephalexin 25-30 mg/kg q12h PO for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
	--		Sulfamethoxazole/trimethoprim 30 mg/kg q12h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
	--	Cefovecin 8 mg/kg SC once อาจให้ซ้ำได้อีก 1 ครั้งหลังจากให้เข็มแรก 7-14 วัน หากอาการยังไม่หายสนิท
ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์, ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง ผู้ทำการอ่านผลและแนะนำ 9 ธันวาคม พ.ศ.2562",escherichia coli,escherichia,S,S,R,S,S,S,S,S,S,S,R,-,R,S,R,S,S,,,R,,S,,S,amoxicillin/clavulanic acid,cefalexin,trimethoprim/sulfamethoxazole,cefovecin,,,,,,,,,,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
1391,5502166,dog,Urine,Cystocentesis,GN,escherichia coli,escherichia,S,S,R,S,,S,S,S,S,,R,-,R,S,R,,S,R,,,,S,I,S,amoxicillin/clavulanic acid,cefalexin,trimethoprim/sulfamethoxazole,cefovecin,,,,,,,,,,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
1392,5503705,dog,Urine,Cystocentesis,GN,escherichia coli,escherichia,S,R,R,,,,R,,,,R,+,R,S,R,,S,R,,,,R,I,R,nitrofurantoin,amikacin,,,,,,,,,,,,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,
1393,5505272,dog,Pustule from Perineal area,,GN,pseudomonas aeruginosa,pseudomonas,S,,,,,,,,,,I,,S,S,S,,,S,,,,,S,,marbofloxacin,,,,,,,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
1394,5505926,dog,Chronic wound Lt.hip,"NA
VITEK ID/AST card
GN/GN-AST
Isolate No.
MIC2579/2019
3)	ผลจากห้องปฏิบัติการ (Vitek®):	
Bacterial Species identification
Pseudomonas aeruginosa 
Antimicrobials
Results
MIC
S/I/R
ESBL
NA
NA
Ampicillin
NA
NA
Amoxicillin/clavulanic acid
NA
NA
Cephalexin
NA
NA
Cephalothin
NA
NA
Cefpodoxime
NA
NA
Cefovecin
NA
NA
Ceftiofur
NA
NA
Imipenem
2
S
Amikacin
>=64
R
Antimicrobials
Results
MIC
S/I/R
Gentamicin
>=16
R
Neomycin
NA
NA
Enrofloxacin
>=4
R
Marbofloxacin
>=4
R
Pradofloxacin
NA
NA
Doxycycline
NA
NA
Tetracycline
NA
NA
Nitrofurantoin
NA
NA
Chloramphenicol
NA
NA
Sulfamethoxazole/trimethoprim
NA
NA
4)	Recommendation of antimicrobial choices
Bacterial Species identification
Pseudomonas aeruginosa
--	จากตัวอย่าง Chronic wound at right hip เมื่อ 17 ก.ค. พบเชื้อ Pseudomonas aeruginosa / Pseudomonas fluorescens ซึ่งไวต่อยา imipenem
--	แนะนำให้ล้างทำความสะอาดบาดแผลด้วย wound irrigation solution  หรือ antiseptics ที่ได้ผลต่อเชื้อและทำลาย biofilms เช่น Prontosan® ร่วมกับการใช้ยาฆ่าเชื้อ เช่น silver alginate หรือยาต้านจุลชีพเฉพาะที่ เช่น amikacin
--		 ในกรณีที่มีการอักเสบติดเชื้อรุนแรง มีการติดเชื้อชั้นลึก หรือเสี่ยงต่อการติดเชื้อตามระบบ ยาต้านจุลชีพที่แนะนำ ตามลำดับ ได้แก่
	--		Imipenem 10 mg/kg q8h IV infusion over 20-60 minutes for at least 10 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์, ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง ผู้ทำการอ่านผลและแนะนำ 13 ธันวาคม พ.ศ.2562","รวจห้องปฏิบัติการจุลชีววิทยา 
		Results of Antimicrobial Susceptibility Testing (AST)
		HN 5505926 Clinician สพ.ญ.ธัญญธร                                    
		รายงานผลตรวจห้องปฏิบัติการจุลชีววิทยา 
		Results of Antimicrobial Susceptibility Testing (AST)
		HN 5505926 Clinician สพ.ญ.ธัญญธร                                    
----media/image2.png----
1)	ข้อมูลการส่ง และประวัติของตัวอย่าง	
Date of sample collection
5 Dec 2019
Date of submission
5 Dec 2019
Owner
ชุตินันท์ แดงรัศมีโสภณ
Patient
มัฟฟิ่น
Species
Dog
Breed
บางแก้ว
Sex
Female
Birth date
18 Nov 2005
2)	ข้อมูลห้องปฏิบัติการ
Submitted sample
Chronic wound Lt.hip
Method of collection
NA
VITEK ID/AST card
GN/GN-AST
Isolate No.
MIC2579/2019
3)	ผลจากห้องปฏิบัติการ (Vitek®):	
Bacterial Species identification
Pseudomonas aeruginosa 
Antimicrobials
Results
MIC
S/I/R
ESBL
NA
NA
Ampicillin
NA
NA
Amoxicillin/clavulanic acid
NA
NA
Cephalexin
NA
NA
Cephalothin
NA
NA
Cefpodoxime
NA
NA
Cefovecin
NA
NA
Ceftiofur
NA
NA
Imipenem
2
S
Amikacin
>=64
R
Antimicrobials
Results
MIC
S/I/R
Gentamicin
>=16
R
Neomycin
NA
NA
Enrofloxacin
>=4
R
Marbofloxacin
>=4
R
Pradofloxacin
NA
NA
Doxycycline
NA
NA
Tetracycline
NA
NA
Nitrofurantoin
NA
NA
Chloramphenicol
NA
NA
Sulfamethoxazole/trimethoprim
NA
NA
4)	Recommendation of antimicrobial choices
Bacterial Species identification
Pseudomonas aeruginosa
--	จากตัวอย่าง Chronic wound at right hip เมื่อ 17 ก.ค. พบเชื้อ Pseudomonas aeruginosa / Pseudomonas fluorescens ซึ่งไวต่อยา imipenem
--	แนะนำให้ล้างทำความสะอาดบาดแผลด้วย wound irrigation solution  หรือ antiseptics ที่ได้ผลต่อเชื้อและทำลาย biofilms เช่น Prontosan® ร่วมกับการใช้ยาฆ่าเชื้อ เช่น silver alginate หรือยาต้านจุลชีพเฉพาะที่ เช่น amikacin
--		 ในกรณีที่มีการอักเสบติดเชื้อรุนแรง มีการติดเชื้อชั้นลึก หรือเสี่ยงต่อการติดเชื้อตามระบบ ยาต้านจุลชีพที่แนะนำ ตามลำดับ ได้แก่
	--		Imipenem 10 mg/kg q8h IV infusion over 20-60 minutes for at least 10 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์, ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง ผู้ทำการอ่านผลและแนะนำ 13 ธันวาคม พ.ศ.2562",pseudomonas aeruginosa,pseudomonas,R,,,,,,,,,,R,,R,S,R,,,,,,,,,,imipenem,cefalexin,trimethoprim/sulfamethoxazole,cefovecin,,,,,,,,,,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
1395,5505926,dog,Urine,"Cystocentesis
VITEK ID/AST card
GN/GN-AST
Isolate No.
MIC2390/2019
3)	ผลจากห้องปฏิบัติการ (Vitek®):	
Bacterial Species identification
Proteus mirabilis (8.7x105 CFU/ml)
Antimicrobials
Results
MIC
S/I/R
ESBL
NA
NA
Ampicillin
>=32
R
Amoxicillin/clavulanic acid
16
I
Cephalexin
16
S
Cephalothin
4
S
Cefpodoxime
<=0.25
S
Cefovecin
<=0.5
S
Ceftiofur
<=1
S
Imipenem
4
R
Amikacin
<=2
S
Antimicrobials
Results
MIC
S/I/R
Gentamicin
<=1
S
Neomycin
<=2
S
Enrofloxacin
<=0.12
S
Marbofloxacin
<=0.5
S
Pradofloxacin
<=0.12
S
Doxycycline
>=16
R
Tetracycline
>=16
R
Nitrofurantoin
128
R
Chloramphenicol
>=64
R
Sulfamethoxazole/trimethoprim
<=20
S
4)	Recommendation of antimicrobial choices
Bacterial Species identification
Proteus mirabilis
--		จากตัวอย่าง Bite wound @ RtHL เมื่อ 7 ต.ค. พบเชื้อ Methicillin-resistant Staphylococcus schleiferi ซึ่งไวต่อยา clindamycin, vancomycin, nitrofurantoin, fusidic acid, mupirocin, chloramphenicol, rifampicin, sulfamethoxazole/trimethoprim
	     ตัวอย่าง Bite wound @ LtHL เมื่อ 7 ต.ค. พบเชื้อ Methicillin-resistant Staphylococcus chromogenes ซึ่งไวต่อยา vancomycin, nitrofurantoin, fusidic acid, mupirocin, chloramphenicol, rifampicin, sulfamethoxazole/trimethoprim
	     ตัวอย่าง Chronic wound at right hip เมื่อ 17 ก.ค. พบเชื้อ Pseudomonas aeruginosa / Pseudomonas fluorescens ซึ่งไวต่อยา imipenem
--	จากการทำ urine quantitative culture บ่งชี้ว่าเป็น UTI
--	ยาต้านจุลชีพที่แนะนำ ตามลำดับ ได้แก่
	--		Cephalexin 25-30 mg/kg q8h PO for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
	--		Sulfamethoxazole/trimethoprim 30 mg/kg q12h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
	--	Cefovecin 8 mg/kg SC once อาจให้ซ้ำได้อีก 1 ครั้งหลังจากให้เข็มแรก 7-14 วัน หากอาการยังไม่หายสนิท 
ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์, ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง ผู้ทำการอ่านผลและแนะนำ 14 พฤศจิกายน พ.ศ.2562","รวจห้องปฏิบัติการจุลชีววิทยา 
		Results of Antimicrobial Susceptibility Testing (AST)
		HN 5505926 Clinician สพ.ญ.ฐิตา                                     
		รายงานผลตรวจห้องปฏิบัติการจุลชีววิทยา 
		Results of Antimicrobial Susceptibility Testing (AST)
		HN 5505926 Clinician สพ.ญ.ฐิตา                                     
----media/image2.png----
1)	ข้อมูลการส่ง และประวัติของตัวอย่าง	
Date of sample collection
11 Nov 2019
Date of submission
11 Nov 2019
Owner
ชุตินันท์ แดงรัศมีโสภณ
Patient
มัฟฟิ่น
Species
Dog
Breed
บางแก้ว
Sex
Female
Birth date
18 Nov 2005
2)	ข้อมูลห้องปฏิบัติการ
Submitted sample
Urine
Method of collection
Cystocentesis
VITEK ID/AST card
GN/GN-AST
Isolate No.
MIC2390/2019
3)	ผลจากห้องปฏิบัติการ (Vitek®):	
Bacterial Species identification
Proteus mirabilis (8.7x105 CFU/ml)
Antimicrobials
Results
MIC
S/I/R
ESBL
NA
NA
Ampicillin
>=32
R
Amoxicillin/clavulanic acid
16
I
Cephalexin
16
S
Cephalothin
4
S
Cefpodoxime
<=0.25
S
Cefovecin
<=0.5
S
Ceftiofur
<=1
S
Imipenem
4
R
Amikacin
<=2
S
Antimicrobials
Results
MIC
S/I/R
Gentamicin
<=1
S
Neomycin
<=2
S
Enrofloxacin
<=0.12
S
Marbofloxacin
<=0.5
S
Pradofloxacin
<=0.12
S
Doxycycline
>=16
R
Tetracycline
>=16
R
Nitrofurantoin
128
R
Chloramphenicol
>=64
R
Sulfamethoxazole/trimethoprim
<=20
S
4)	Recommendation of antimicrobial choices
Bacterial Species identification
Proteus mirabilis
--		จากตัวอย่าง Bite wound @ RtHL เมื่อ 7 ต.ค. พบเชื้อ Methicillin-resistant Staphylococcus schleiferi ซึ่งไวต่อยา clindamycin, vancomycin, nitrofurantoin, fusidic acid, mupirocin, chloramphenicol, rifampicin, sulfamethoxazole/trimethoprim
	     ตัวอย่าง Bite wound @ LtHL เมื่อ 7 ต.ค. พบเชื้อ Methicillin-resistant Staphylococcus chromogenes ซึ่งไวต่อยา vancomycin, nitrofurantoin, fusidic acid, mupirocin, chloramphenicol, rifampicin, sulfamethoxazole/trimethoprim
	     ตัวอย่าง Chronic wound at right hip เมื่อ 17 ก.ค. พบเชื้อ Pseudomonas aeruginosa / Pseudomonas fluorescens ซึ่งไวต่อยา imipenem
--	จากการทำ urine quantitative culture บ่งชี้ว่าเป็น UTI
--	ยาต้านจุลชีพที่แนะนำ ตามลำดับ ได้แก่
	--		Cephalexin 25-30 mg/kg q8h PO for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
	--		Sulfamethoxazole/trimethoprim 30 mg/kg q12h PO AC for 10-14 days หรือให้ยาต่อเนื่องจนอาการหายสนิท และให้ยาต่อไปอีก 1-2 สัปดาห์
	--	Cefovecin 8 mg/kg SC once อาจให้ซ้ำได้อีก 1 ครั้งหลังจากให้เข็มแรก 7-14 วัน หากอาการยังไม่หายสนิท 
ผศ.สพ.ญ.ดร.นิภัทรา สวนไพรินทร์, ผศ.น.สพ.ดร.ภัทรรัฐ จันทร์ฉายทอง ผู้ทำการอ่านผลและแนะนำ 14 พฤศจิกายน พ.ศ.2562",proteus mirabilis,proteus,S,I,R,S,S,S,S,S,R,R,S,,S,R,S,S,R,,,S,,R,,S,imipenem,cefalexin,trimethoprim/sulfamethoxazole,cefovecin,,,,,,,,,,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
1396,5505926,dog,Chronic wound at right hip,,GN,pseudomonas aeruginosa,pseudomonas,R,,,,,,,,,,R,,R,S,R,,,R,,,,,R,,imipenem,cefalexin,trimethoprim/sulfamethoxazole,cefovecin,,,,,,,,,,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
1397,5507066,dog,Urine,UB cath D.2,GN,escherichia coli,escherichia,S,S,R,S,,S,S,S,S,,R,-,R,S,R,,S,R,,,,R,I,R,cefalexin,cefovecin,cefixime,,,,,,,,,,,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,
